chr1	1024627	1025059	YAP_peak_3	494	.	88	72	82
chr1	1264836	1265155	YAP_peak_4	148	.	32	37	88
chr1	1265319	1265695	YAP_peak_5	131	.	29	31	26
chr1	1360617	1360955	YAP_peak_6	306	.	46	52	88
chr1	1659297	1659586	YAP_peak_8	45	.	15	14	20
chr1	2061242	2061682	YAP_peak_10	356	.	54	65	60
chr1	2140001	2140346	YAP_peak_11	86	.	27	18	27
chr1	3543323	3543624	YAP_peak_12	155	.	24	30	28
chr1	6724590	6724868	YAP_peak_14	251	.	38	42	90
chr1	8061325	8061624	YAP_peak_17	62	.	21	34	38
chr1	8091075	8091283	YAP_peak_18	41	.	13	19	31
chr1	8096567	8096874	YAP_peak_19	36	.	12	25	40
chr1	8117925	8118213	YAP_peak_20	76	.	23	32	30
chr1	8137774	8138042	YAP_peak_21	71	.	17	33	31
chr1	8182231	8182682	YAP_peak_22	92	.	40	25	69
chr1	8211931	8212258	YAP_peak_24	90	.	23	31	39
chr1	8626511	8626797	YAP_peak_25	166	.	28	63	93
chr1	8858128	8858434	YAP_peak_26	68	.	19	32	33
chr1	8903874	8904298	YAP_peak_27	391	.	83	86	135
chr1	9881797	9882043	YAP_peak_30	58	.	13	15	29
chr1	9958844	9959217	YAP_peak_32	166	.	38	27	38
chr1	10530839	10531118	YAP_peak_34	121	.	24	34	42
chr1	12075736	12075987	YAP_peak_37	120	.	19	23	56
chr1	12596506	12596700	YAP_peak_40	58	.	14	13	15
chr1	14486605	14487045	YAP_peak_42	98	.	32	45	70
chr1	14996146	14996727	YAP_peak_44	190	.	46	34	61
chr1	15090517	15090748	YAP_peak_45	63	.	17	14	16
chr1	15338190	15338568	YAP_peak_46	178	.	39	29	46
chr1	15356491	15356749	YAP_peak_48	36	.	13	15	24
chr1	15357011	15357289	YAP_peak_49	98	.	23	23	40
chr1	15678623	15678886	YAP_peak_50	39	.	20	34	35
chr1	15788116	15788399	YAP_peak_51	143	.	26	26	35
chr1	15799023	15799319	YAP_peak_53	98	.	27	29	23
chr1	16146277	16146624	YAP_peak_60	117	.	31	29	29
chr1	16146922	16147164	YAP_peak_61	48	.	18	14	19
chr1	16173569	16174133	YAP_peak_63	791	.	97	84	112
chr1	16260846	16261115	YAP_peak_65	37	.	14	25	27
chr1	17013022	17013354	YAP_peak_66	164	.	31	24	47
chr1	17128456	17128849	YAP_peak_67	279	.	45	51	68
chr1	17189908	17190311	YAP_peak_69	112	.	43	44	86
chr1	17874297	17874501	YAP_peak_71	63	.	17	31	32
chr1	19009854	19010291	YAP_peak_73	679	.	92	107	153
chr1	19052371	19052953	YAP_peak_75	3421	.	452	421	789
chr1	19080644	19081137	YAP_peak_76	166	.	37	39	59
chr1	19398244	19398795	YAP_peak_77	201	.	49	37	31
chr1	19800266	19800488	YAP_peak_79	82	.	19	14	23
chr1	20496259	20496479	YAP_peak_80	62	.	14	14	32
chr1	20604257	20604631	YAP_peak_81	181	.	38	38	46
chr1	20613836	20614165	YAP_peak_82	73	.	24	23	22
chr1	21212101	21212480	YAP_peak_84	266	.	39	42	69
chr1	21931081	21931548	YAP_peak_86	246	.	78	79	66
chr1	21935515	21935726	YAP_peak_87	71	.	18	17	39
chr1	22747409	22747759	YAP_peak_88	223	.	43	39	46
chr1	23188963	23189289	YAP_peak_90	83	.	25	39	19
chr1	23194402	23194611	YAP_peak_91	38	.	19	11	25
chr1	23194716	23194910	YAP_peak_92	20	.	14	12	23
chr1	23196870	23197391	YAP_peak_93	535	.	105	89	226
chr1	23198408	23198717	YAP_peak_94	45	.	21	20	36
chr1	24018802	24019042	YAP_peak_97	71	.	20	16	27
chr1	24266330	24266843	YAP_peak_98	536	.	106	99	163
chr1	24374965	24375453	YAP_peak_101	84	.	42	61	53
chr1	24411948	24412154	YAP_peak_102	46	.	21	19	25
chr1	24416796	24417383	YAP_peak_103	165	.	71	74	89
chr1	24713221	24713601	YAP_peak_107	167	.	58	50	114
chr1	24718883	24719179	YAP_peak_108	137	.	38	48	47
chr1	24722660	24722919	YAP_peak_110	74	.	24	28	45
chr1	25550723	25551004	YAP_peak_111	147	.	32	33	34
chr1	26350790	26351097	YAP_peak_117	229	.	39	24	23
chr1	26351470	26351896	YAP_peak_118	171	.	39	66	66
chr1	26705696	26706109	YAP_peak_124	321	.	63	81	148
chr1	26772584	26773098	YAP_peak_125	160	.	48	34	89
chr1	26999426	26999804	YAP_peak_127	226	.	46	50	63
chr1	27010979	27011351	YAP_peak_128	269	.	43	45	42
chr1	27299259	27299715	YAP_peak_130	202	.	45	34	73
chr1	27538780	27539147	YAP_peak_132	285	.	48	47	68
chr1	27540285	27540777	YAP_peak_133	66	.	41	59	93
chr1	28341729	28341941	YAP_peak_136	76	.	27	26	82
chr1	28343470	28343713	YAP_peak_137	109	.	29	24	35
chr1	28437964	28438247	YAP_peak_138	134	.	33	36	52
chr1	28526831	28527221	YAP_peak_139	116	.	36	25	42
chr1	29124415	29124793	YAP_peak_142	630	.	83	54	35
chr1	29271711	29272150	YAP_peak_144	441	.	74	85	127
chr1	29570077	29570348	YAP_peak_145	137	.	29	37	41
chr1	29640006	29640579	YAP_peak_146	270	.	67	54	84
chr1	29688443	29688842	YAP_peak_147	116	.	24	27	26
chr1	30809507	30809772	YAP_peak_148	53	.	16	19	21
chr1	30923579	30924019	YAP_peak_149	364	.	75	62	130
chr1	31397037	31398240	YAP_peak_151	346	.	188	186	187
chr1	31551311	31551567	YAP_peak_152	90	.	20	23	74
chr1	31575850	31576439	YAP_peak_154	225	.	74	82	64
chr1	31577972	31578229	YAP_peak_155	60	.	25	21	41
chr1	31689750	31690337	YAP_peak_157	178	.	75	60	106
chr1	32992504	32992767	YAP_peak_161	139	.	26	11	31
chr1	33099244	33099904	YAP_peak_162	531	.	110	101	128
chr1	36008594	36008923	YAP_peak_165	113	.	28	35	35
chr1	36350885	36351222	YAP_peak_167	281	.	60	31	32
chr1	36351314	36351850	YAP_peak_168	81	.	49	50	42
chr1	36352471	36352876	YAP_peak_169	245	.	66	63	54
chr1	37499212	37499424	YAP_peak_171	55	.	18	19	24
chr1	37534512	37534748	YAP_peak_172	59	.	18	28	34
chr1	39178398	39178955	YAP_peak_176	453	.	97	133	278
chr1	39387501	39387798	YAP_peak_177	127	.	30	36	50
chr1	39398602	39398892	YAP_peak_178	116	.	27	23	30
chr1	40866422	40866735	YAP_peak_183	99	.	30	16	27
chr1	40875802	40876046	YAP_peak_184	107	.	24	30	39
chr1	40898602	40898838	YAP_peak_186	72	.	22	20	24
chr1	40967778	40968134	YAP_peak_187	109	.	31	44	47
chr1	41359591	41360015	YAP_peak_189	231	.	54	40	64
chr1	41435560	41436071	YAP_peak_191	147	.	58	60	66
chr1	41486369	41486674	YAP_peak_193	107	.	30	43	42
chr1	41496194	41496614	YAP_peak_194	165	.	62	51	89
chr1	41498850	41499283	YAP_peak_195	73	.	54	40	61
chr1	41629336	41629870	YAP_peak_198	147	.	44	49	91
chr1	41665228	41665603	YAP_peak_200	108	.	31	39	84
chr1	41670461	41670655	YAP_peak_201	26	.	11	15	36
chr1	41863021	41863220	YAP_peak_204	76	.	20	18	23
chr1	41902115	41902627	YAP_peak_206	231	.	95	108	142
chr1	42165803	42166121	YAP_peak_208	76	.	24	21	30
chr1	42813823	42814114	YAP_peak_209	61	.	17	25	37
chr1	42940983	42941372	YAP_peak_210	222	.	54	72	60
chr1	42950195	42950604	YAP_peak_211	115	.	31	37	39
chr1	43206657	43207603	YAP_peak_212	1079	.	230	310	309
chr1	43472458	43473133	YAP_peak_213	519	.	152	201	330
chr1	43475770	43476425	YAP_peak_214	630	.	133	184	282
chr1	43711564	43711758	YAP_peak_216	56	.	15	16	19
chr1	43821995	43822373	YAP_peak_217	234	.	51	59	132
chr1	43834281	43834579	YAP_peak_218	53	.	22	23	40
chr1	43858328	43858549	YAP_peak_219	62	.	19	19	21
chr1	44044378	44044660	YAP_peak_221	83	.	25	32	49
chr1	44085312	44085558	YAP_peak_222	71	.	22	31	31
chr1	44327894	44328324	YAP_peak_224	264	.	52	41	68
chr1	44489499	44489792	YAP_peak_226	80	.	27	18	48
chr1	44727057	44727339	YAP_peak_228	103	.	29	25	47
chr1	45868953	45869274	YAP_peak_233	138	.	26	20	32
chr1	45872176	45872598	YAP_peak_234	190	.	55	37	53
chr1	45892433	45892728	YAP_peak_235	57	.	16	18	36
chr1	45929244	45929613	YAP_peak_236	266	.	54	90	145
chr1	46183079	46183455	YAP_peak_237	148	.	29	39	70
chr1	51063031	51063446	YAP_peak_241	390	.	66	89	169
chr1	51569846	51570084	YAP_peak_244	39	.	20	18	54
chr1	51897636	51898041	YAP_peak_245	641	.	89	115	148
chr1	51898334	51898572	YAP_peak_246	76	.	16	20	30
chr1	51924549	51924790	YAP_peak_247	86	.	20	20	32
chr1	53107644	53107920	YAP_peak_248	212	.	43	37	102
chr1	53112396	53112916	YAP_peak_249	632	.	106	91	100
chr1	53146191	53146632	YAP_peak_251	422	.	77	69	115
